0  
1 0 3000 3000 200 0 3000 3000 200
2 133 3000 2867 200 177 3000 2823 200
3 503 3000 2497 200 543 3000 2457 200
4 901 3000 2099 200 910 3000 2090 200
5 1265 3000 1735 200 1287 3000 1713 200
6 1629 3000 1371 200 1672 3000 1328 200
7 1981 3000 1019 200 2067 3000 933 200
8 2336 3000 664 200 2449 3000 551 200
9 2719 3000 281 200 2815 3000 185 200
10 3003 3000 -3 -38 3010 3000 -10 -103
11 2999 3000 1 19 3010 3000 -10 -103
12 2999 3000 1 3 3010 3000 -10 -103
13 2999 3000 1 19 3010 3000 -10 -103
14 3000 3000 0 10 3010 3000 -10 -103
15 3000 3000 0 10 3010 3000 -10 -103
16 3000 3000 0 10 3010 3000 -10 -103
17 3000 3000 0 10 3010 3000 -10 -103
18 3000 3000 0 10 3010 3000 -10 -103
19 3000 3000 0 10 3010 3000 -10 -103
20 3000 3000 0 10 3010 3000 -10 -103
21 3000 3000 0 10 3010 3000 -10 -103
22 3000 3000 0 10 3010 3000 -10 -103
23 3000 3000 0 10 3010 3000 -10 -103
24 3000 3000 0 10 3010 3000 -10 -103
25 3000 3000 0 10 3010 3000 -10 -103
26 3000 3000 0 10 3010 3000 -10 -103
27 3000 3000 0 10 3010 3000 -10 -103
28 3000 3000 0 10 3010 3000 -10 -103
29 3000 3000 0 10 3010 3000 -10 -103
30 3000 3000 0 10 3010 3000 -10 -103
31 3000 3000 0 10 3010 3000 -10 -103
32 3000 3000 0 10 3010 3000 -10 -103
33 3000 3000 0 10 3010 3000 -10 -103
34 3000 3000 0 10 3010 3000 -10 -103
35 3000 3000 0 10 3010 3000 -10 -103
36 3000 3000 0 10 3010 3000 -10 -103
37 3000 3000 0 10 3010 3000 -10 -103
38 3000 3000 0 10 3010 3000 -10 -103
39 3000 3000 0 10 3010 3000 -10 -103
40 3000 3000 0 10 3010 3000 -10 -103
41 3000 3000 0 10 3010 3000 -10 -103
42 3000 3000 0 10 3010 3000 -10 -103
43 3000 3000 0 10 3010 3000 -10 -103
44 3000 3000 0 10 3010 3000 -10 -103
45 3000 3000 0 10 3010 3000 -10 -103
46 3000 3000 0 10 3010 3000 -10 -103
47 3000 3000 0 10 3010 3000 -10 -103
48 3000 3000 0 10 3010 3000 -10 -103
49 3000 3000 0 10 3010 3000 -10 -103
50 3000 3000 0 10 3010 3000 -10 -103
51 3000 3000 0 10 3010 3000 -10 -103
52 3000 3000 0 10 3010 3000 -10 -103
53 3000 3000 0 10 3010 3000 -10 -103
54 3000 3000 0 10 3010 3000 -10 -103
55 3000 3000 0 10 3010 3000 -10 -103
56 3000 3000 0 10 3010 3000 -10 -103
57 3000 3000 0 10 3010 3000 -10 -103
58 3000 3000 0 10 3010 3000 -10 -103
59 3000 3000 0 10 3010 3000 -10 -103
60 3000 3000 0 10 3010 3000 -10 -103
61 3000 3000 0 10 3010 3000 -10 -103
62 3000 3000 0 10 3010 3000 -10 -103
63 3000 3000 0 10 3010 3000 -10 -103
64 3000 3000 0 10 3010 3000 -10 -103
65 3000 3000 0 10 3010 3000 -10 -103
66 3000 3000 0 10 3010 3000 -10 -103
67 3000 3000 0 10 3010 3000 -10 -103
68 3000 3000 0 10 3010 3000 -10 -103
69 3000 3000 0 10 3010 3000 -10 -103
70 3000 3000 0 10 3010 3000 -10 -103
71 3000 3000 0 10 3010 3000 -10 -103
72 3000 3000 0 10 3010 3000 -10 -103
73 3000 3000 0 10 3010 3000 -10 -103
74 3000 3000 0 10 3010 3000 -10 -103
75 3000 3000 0 10 3010 3000 -10 -103
76 3000 3000 0 10 3010 3000 -10 -103
77 3000 3000 0 10 3010 3000 -10 -103
78 3000 3000 0 10 3010 3000 -10 -103
79 3000 3000 0 10 3010 3000 -10 -103
80 3000 3000 0 10 3010 3000 -10 -103
81 3000 3000 0 10 3010 3000 -10 -103
82 3000 3000 0 10 3010 3000 -10 -103
83 3000 3000 0 10 3010 3000 -10 -103
84 3000 3000 0 10 3010 3000 -10 -103
85 3000 3000 0 10 3010 3000 -10 -103
86 3000 3000 0 10 3010 3000 -10 -103
87 3000 3000 0 10 3010 3000 -10 -103
88 3000 3000 0 10 3010 3000 -10 -103
89 3000 3000 0 10 3010 3000 -10 -103
90 3000 3000 0 10 3010 3000 -10 -103
91 3000 3000 0 10 3010 3000 -10 -103
92 3000 3000 0 10 3010 3000 -10 -103
93 3000 3000 0 10 3010 3000 -10 -103
94 3000 3000 0 10 3010 3000 -10 -103
95 3000 3000 0 10 3010 3000 -10 -103
96 3000 3000 0 10 3010 3000 -10 -103
97 3000 3000 0 10 3010 3000 -10 -103
98 3000 3000 0 10 3010 3000 -10 -103
99 3000 3000 0 10 3010 3000 -10 -103
100 3000 3000 0 10 3010 3000 -10 -103
101 3000 3000 0 10 3010 3000 -10 -103
102 3000 3000 0 10 3010 3000 -10 -103
103 3000 3000 0 10 3010 3000 -10 -103
104 3000 3000 0 10 3010 3000 -10 -103
105 3000 3000 0 10 3010 3000 -10 -103
106 3000 3000 0 10 3010 3000 -10 -103
107 3000 3000 0 10 3010 3000 -10 -103
